@0	0101101111000110
@1	1010111101011010
@2	0010110000001001
@3	1001010001011000
@4	0111011101111001
@5	1001001111111010
@6	0101101111111010
@7	1011111011011111
@8	1000000011101111
@9	1101011011001111
@A	1001011001000011
@B	0001001011111010
@C	1000000010111001
@D	1100101000111100
@E	0111001100000011
@F	1000000111001010
@10	1000100000101011
@11	0100011001010010
@12	0111000000101100
@13	0110011000110111
@14	0111111011011111
@15	0101101001110001
@16	0111111111111000
@17	1111011001011101
@18	1010001110010011
@19	0010000100110110
@1A	0010100111101101
@1B	1110001101011101
@1C	1001010001100100
@1D	1000110111111101
@1E	0100100100101101
@1F	1000000011010111
@20	0111101100101011
@21	0001101010100110
@22	1101100001110111
@23	0100101110010000
@24	1111011000110001
@25	1100001100001101
@26	1100111001010001
@27	0011011011100111
@28	1001010000101110
@29	1001000001011011
@2A	0101100100001111
@2B	0111111111011100
@2C	0110101110111001
@2D	0110100110110110
@2E	1000001011000111
@2F	0111101110011010
@30	0111110101010010
@31	1010100011010101
@32	0010110110111100
@33	1110010111110111
@34	0001000100111111
@35	1001011010011101
@36	0110001010110000
@37	1111111110010000
@38	1000111011110011
@39	1000110010011111
@3A	1001100001001011
@3B	0000010000010000
@3C	1010000000110100
@3D	1101000100110101
@3E	0000001111100111
@3F	0000011101110100
@40	1001101001000011
@41	0110011000011111
@42	1000011100001110
@43	0100111011010000
@44	1010011101101110
@45	1000010000111000
@46	0000101001011111
@47	1000101000010001
@48	1010111010000001
@49	1100101010100001
@4A	0000101010001110
@4B	0001110111011000
@4C	1100010000001000
@4D	1110101001000010
@4E	1010101100101001
@4F	0111001110011001
@50	1101000011001010
@51	0001001110100100
@52	0111011000100010
@53	0111000101100010
@54	0101111000000010
@55	0111110010101100
@56	0101101110000101
@57	1011001111110000
@58	1011000101100110
@59	0101101010100111
@5A	0111110100011101
@5B	1000001000001101
@5C	1001100100011001
@5D	1000000101101111
@5E	0001101010101011
@5F	1000000000111101
@60	1001101010011100
@61	1100000000001011
@62	0100111000110000
@63	1100000010101100
@64	1101010001001010
@65	0101101111111111
@66	1000011011010011
@67	0011000110000011
@68	0101100110000010
@69	0111010100110001
@6A	0100100011111001
@6B	1101000100011100
@6C	1110101111011011
@6D	0100110100011110
@6E	0111110101110011
@6F	0001001111100000
@70	0000000100110001
@71	1000000110100001
@72	0111111010111010
@73	1000000101000110
@74	1010110101110001
@75	0111100100111011
@76	0000010110010100
@77	0111110100110110
@78	0010010010011100
@79	0111011000101100
@7A	0110100101001011
@7B	0101110001010101
@7C	1110110001011100
@7D	1110100110110000
@7E	0111110011000110
@7F	1011000101000110
@80	0110110110101100
@81	1010001101100010
@82	1111001001001010
@83	1000010010000011
@84	1101011001011000
@85	1000011010011101
@86	0111100110001011
@87	0111111000100011
@88	1001111111101011
@89	1010111000011001
@8A	0100101100101101
@8B	1010100011110100
@8C	1000001100001010
@8D	1101111010111101
@8E	1101100011011100
@8F	1101100000010110
@90	0101101011010111
@91	0111000100100010
@92	1000000101101000
@93	0100010101110010
@94	1000001010110110
@95	1001111010110001
@96	1000101100000010
@97	0111000011011001
@98	1000101000100011
@99	1010111100111110
@9A	0001001001101001
@9B	1000110001000100
@9C	1000110101101010
@9D	0001000010001100
@9E	0000000010111001
@9F	1011000101101110
@A0	1000110010110101
@A1	0111111101101100
@A2	0111101111111111
@A3	0111111000100101
@A4	0110101111100110
@A5	0111101011111011
@A6	0110011111111010
@A7	1010111010010000
@A8	0011011100100101
@A9	0111111111010001
@AA	1000000000101011
@AB	1100101010110001
@AC	0000101110100001
@AD	0100001100010011
@AE	0000110000101101
@AF	0111011110000010
@B0	0011000000010101
@B1	1111110011110100
@B2	1100000111010011
@B3	1001011100111101
@B4	0111001001111000
@B5	1000001110011101
@B6	0010000001111101
@B7	1000000111001100
@B8	1001101111101101
@B9	0010011000110111
@BA	1001101101110100
@BB	0011000010100100
@BC	1000101110001111
@BD	1101001111101000
@BE	1000010011010110
@BF	0001001010001100
@C0	1000011000001101
@C1	1111001010001110
@C2	1000001101011001
@C3	0101101011001101
@C4	0011110101101111
@C5	1001001111011011
@C6	1100000111110110
@C7	1100100101100001
@C8	0101101111111111
@C9	1001111101111000
@CA	0101010011111000
@CB	1010000010111101
@CC	0110110011001011
@CD	0101000011111110
@CE	1111010111011001
@CF	1010010010000111
@D0	1101111100011001
@D1	0110010100000010
@D2	0001100110011110
@D3	0110111100111110
@D4	1011011011000101
@D5	0101101010101111
@D6	1000011011010101
@D7	1110101100111001
@D8	1011101000011101
@D9	0111100100000111
@DA	0111000001000001
@DB	1110000011111111
@DC	0001101110111111
@DD	1110000011001100
@DE	1010010111001110
@DF	0010011101010101
@E0	0101101001101000
@E1	0110101100100110
@E2	0011000110101110
@E3	0011100011100110
@E4	1000000101101101
@E5	0000011000111110
@E6	1011111101100000
@E7	1010110000111010
@E8	1001000111010110
@E9	0011001101000010
@EA	1110111111011101
@EB	1011110111111000
@EC	1001001110111000
@ED	1000011001100111
@EE	0010100000000010
@EF	0101011110100101
@F0	1001001011001101
@F1	1001001111100110
@F2	1110001101010110
@F3	0010110101101011
@F4	0011111100001100
@F5	0110100110110001
@F6	0110000010111000
@F7	1100100011001001
@F8	0111000111011000
@F9	0000100111010010
@FA	0010010100000110
@FB	0011011110100101
@FC	0111110000011100
@FD	1110111101101111
@FE	1111111011100111
@FF	1000111101100011
