@0	0000101100111100
@1	1011000100101001
@2	1000101101100001
@3	0101001001011100
@4	0100010011010100
@5	1001110010011001
@6	1000000000100010
@7	1001010101011111
@8	0000110101100011
@9	0011000111110110
@A	1001101100010000
@B	1010110101110111
@C	1000110111100011
@D	1010110110011001
@E	0001100011100011
@F	0111111011010010
@10	0011100010010111
@11	1010001110001101
@12	0100000101000011
@13	1110111000001111
@14	1010101011010001
@15	1010001011100100
@16	0101110110001101
@17	0010000000111111
@18	0010000101000000
@19	1111111111000110
@1A	1010010001011101
@1B	1110011000001010
@1C	1010110101010111
@1D	1101110000010001
@1E	1100110011001001
@1F	1101010100000100
@20	0000010111000010
@21	0011001000111111
@22	1011111000100111
@23	0110001101000101
@24	0101110010101011
@25	0010110110111100
@26	0001110011010001
@27	0010100100110100
@28	1000100000110001
@29	0000100100101010
@2A	1010101010011101
@2B	1010001001001001
@2C	0010100110101110
@2D	1000111010000100
@2E	1010001001010110
@2F	1100110000011111
@30	0111111001100011
@31	1001100000000101
@32	1111000101000001
@33	1110010000100101
@34	0111110101101000
@35	1111111011000100
@36	0111110101101101
@37	0011101011010001
@38	0001110101011110
@39	1111000111111000
@3A	0001111011110111
@3B	1000011111101000
@3C	1101010010110001
@3D	0000010110011010
@3E	1011011001101101
@3F	1000111111100010
@40	1011011111111011
@41	0000011010000001
@42	0011000000010011
@43	0100010011100101
@44	0000001110110001
@45	1011000010010001
@46	0000011100010110
@47	0110010000001000
@48	1101110011000111
@49	1001111110111010
@4A	0001001011011111
@4B	0111000001101100
@4C	0110011000000011
@4D	1101010111111010
@4E	0110010100011011
@4F	1100110001011010
@50	1001101100010110
@51	0000011111000101
@52	1101101111110110
@53	1110010110010100
@54	0110001001100000
@55	1111111010111001
@56	1111101011000010
@57	0111101101111000
@58	1000110010101110
@59	1111110110001000
@5A	1000110101010101
@5B	1100110100100010
@5C	1001111000111111
@5D	1010110011111001
@5E	1001001001001011
@5F	1000101111011110
@60	1001110000010101
@61	0101110001110100
@62	0011110010000001
@63	0100111011111011
@64	0001011010001001
@65	1010010111001010
@66	0100110100100101
@67	0100010011011111
@68	1111110101010100
@69	0101101001011110
@6A	0110111001100011
@6B	1100101110101000
@6C	0111110100001001
@6D	1011010101111110
@6E	1011111000010100
@6F	0000000101100100
@70	1001000001001000
@71	1111110000011111
@72	1110010100001100
@73	0100000101001101
@74	1010011110011110
@75	1000111000010011
@76	1011101001010100
@77	0001010011011010
@78	1011000101001000
@79	0101111110111010
@7A	0011101010001010
@7B	1101010100111011
@7C	0000101000111100
@7D	0110011110111000
@7E	1000110111000011
@7F	0100001011101101
@80	1110011110010011
@81	1110010010111010
@82	0010111011110100
@83	1110000010011101
@84	1011001100101010
@85	0101100111001000
@86	1111111110000011
@87	0110110110100110
@88	1001111110000010
@89	1100010100110010
@8A	0011110011100011
@8B	1111011110010010
@8C	0011010011111001
@8D	0010110011100110
@8E	1111000100010101
@8F	0010000110001110
@90	1111001011001001
@91	0010101111100011
@92	0011010000111100
@93	1011011101001101
@94	1110100000101110
@95	0000111110000001
@96	0110011010011110
@97	0001010010000001
@98	1011010010011011
@99	1011010101011110
@9A	1001000000111011
@9B	0010010111110000
@9C	0111111111011111
@9D	1111011111101110
@9E	1000001101100111
@9F	1001011100000011
@A0	1101110110100110
@A1	0011110111000011
@A2	1111000100111011
@A3	0100101001011000
@A4	0011111110101011
@A5	0110110111111011
@A6	0001001100011101
@A7	1000010001011001
@A8	1010010110000010
@A9	0001000010100011
@AA	0101110001000110
@AB	1000011001110101
@AC	1100100110110000
@AD	0110100110000010
@AE	0110010110101110
@AF	1001010010110011
@B0	0100001101110101
@B1	0000010100100010
@B2	1000010100000011
@B3	0111001100000110
@B4	0101001101011001
@B5	0011001001011001
@B6	0101100001011110
@B7	1001111011110001
@B8	1011000001100111
@B9	0010001111101011
@BA	0110111100110101
@BB	0101011110011011
@BC	1110101000011110
@BD	1001101010100001
@BE	1011001001011000
@BF	0100011011111001
@C0	0010000010111110
@C1	1101100100000100
@C2	1101010010110011
@C3	1101001111011011
@C4	0100101000111011
@C5	0001010100110010
@C6	0011110100011000
@C7	0101110011011011
@C8	1000101011101011
@C9	1110101011000010
@CA	0111110000000010
@CB	0000111100011101
@CC	1111011100000000
@CD	0011111011011100
@CE	1001011111100111
@CF	0110011110110111
@D0	0100010110100001
@D1	1010011001100110
@D2	1110110010100000
@D3	0010101111011000
@D4	1101000110001011
@D5	0101000010111110
@D6	0001011000000011
@D7	1111101111111011
@D8	0010001010011100
@D9	1011010010111011
@DA	0101101111100011
@DB	0101101010100110
@DC	0100001110010011
@DD	0011110001111100
@DE	1100111010110000
@DF	0000100010100101
@E0	0110111011001111
@E1	0001011000001010
@E2	1100010100110000
@E3	1111000001001011
@E4	0000100010111000
@E5	0110000100000111
@E6	1011111100101010
@E7	0101100001001000
@E8	1100100000101000
@E9	0111001010101100
@EA	0100100100011010
@EB	1101100100001111
@EC	0101000101110110
@ED	0000111111010110
@EE	1111010011000000
@EF	1001101111110010
@F0	0111100100000110
@F1	1100001100011100
@F2	1011001001110010
@F3	0101010101100000
@F4	1001011100000111
@F5	0111110100101001
@F6	0010101010011010
@F7	1011010110011100
@F8	0000100111100001
@F9	1001010100000011
@FA	0000001101101101
@FB	1111001000101111
@FC	1001100110101000
@FD	1010111100100111
@FE	1001101000000111
@FF	0101001101101000
