@0	1011111110111011
@1	1111100111001101
@2	1110011000101010
@3	0001100101110101
@4	0100110011101111
@5	1001101011100110
@6	0101001001001010
@7	0101011101010001
@8	1101101011000001
@9	1110111000011001
@A	0001001001111110
@B	0011001101101001
@C	0011111000010010
@D	0100001000000101
@E	1110001110011110
@F	1110110111100111
@10	0111010011010011
@11	0001001010101110
@12	0101100110000111
@13	1100011010111111
@14	0001111101010001
@15	0001011010011111
@16	0111011010100110
@17	1001010111111110
@18	0000000000100001
@19	0000010110000111
@1A	1001011100010101
@1B	0110011110011000
@1C	0110001001100111
@1D	1111000001100010
@1E	0100100000011111
@1F	1010011000000010
@20	0001111010101100
@21	1100001010111000
@22	1111001000010111
@23	0101100000010000
@24	1011001000111010
@25	1100110111001001
@26	1111101110111001
@27	1101011001111011
@28	0100110001101010
@29	0111110011001100
@2A	1010100010110111
@2B	1011110010100100
@2C	0011001111000110
@2D	1110000000011111
@2E	0111100101000101
@2F	0111100011101001
@30	0010010011001001
@31	0101110000101111
@32	1110011011100010
@33	0010000111000110
@34	0111110000111000
@35	0000111100111010
@36	0110111100000000
@37	0011100001101000
@38	1111101111101010
@39	0010001110011000
@3A	0110001100111100
@3B	1011001011100000
@3C	1110010100110111
@3D	0111110111111111
@3E	1110011100000001
@3F	0010100010101011
@40	0110011010111111
@41	0111111011010001
@42	0010011100110110
@43	1001101111000010
@44	1000100100111111
@45	0001111000111011
@46	0001000100110000
@47	0111011001000011
@48	0011111100000001
@49	0010100110011011
@4A	0000010111111000
@4B	1100001010001000
@4C	0111011001000101
@4D	0000101001001011
@4E	1000011111000000
@4F	0011001001000010
@50	0000010100001100
@51	1000111100011101
@52	0110001111011001
@53	1101010010001000
@54	1011101011001110
@55	1001110100101100
@56	1100111110011001
@57	1011101001111011
@58	0010011011101001
@59	1001000011110000
@5A	1100011010000011
@5B	1100100000100101
@5C	0110000101001100
@5D	1111000111000000
@5E	0100000110000100
@5F	0001101001110010
@60	0100100010000100
@61	1001110100101011
@62	0111101010000011
@63	0101100100111110
@64	1000110011110111
@65	1111011101011001
@66	1101001101011110
@67	0010000101010101
@68	1011101011110101
@69	0001010001110011
@6A	0001101001101000
@6B	0001100110010010
@6C	1111001011001100
@6D	1000100100010010
@6E	0000001110001001
@6F	1110100001100001
@70	1001101110101001
@71	1111010110111010
@72	1111001101101101
@73	0000110100011000
@74	0100111000101111
@75	0011001101101011
@76	0101111101001011
@77	1000110101011100
@78	1011100000111101
@79	1111010110101011
@7A	0111010101100010
@7B	0100101001000000
@7C	1111001110101110
@7D	1101010101011100
@7E	1000111100100001
@7F	0011110110101100
@80	0000000110111101
@81	1011001100101110
@82	1110110101011101
@83	1010101100101111
@84	0100000001101111
@85	1101111001001100
@86	0111000100011011
@87	1000010001100101
@88	0101010000111101
@89	0010000001101000
@8A	0000100111101011
@8B	0010011010001000
@8C	0011101000000100
@8D	1001100000110000
@8E	0110000010101001
@8F	1000001110101101
@90	1100101101010111
@91	1010111000001111
@92	0110110100100010
@93	1001000101110100
@94	0001010011000011
@95	0010001100011100
@96	0010011010111010
@97	0101110101011000
@98	1000111001010011
@99	0101000100011101
@9A	0000011101100111
@9B	0011000111000001
@9C	1011011001100000
@9D	0000101100010100
@9E	0011001111011000
@9F	0111010011011001
@A0	1111000111001110
@A1	1001010111011101
@A2	1000111010101110
@A3	0010000100100100
@A4	0100101111010010
@A5	0011000011110010
@A6	1101100001100110
@A7	0111001001100011
@A8	0000010100101011
@A9	0111010000101101
@AA	1001001011010111
@AB	1011010100000000
@AC	0100011001101000
@AD	0110101000001000
@AE	0100100001010101
@AF	1100101110101000
@B0	1010011011011111
@B1	0101100100010001
@B2	0100100011101100
@B3	1100010101010101
@B4	1011101001010010
@B5	1101001000101111
@B6	0101010001011110
@B7	0101001001111011
@B8	0001001000011000
@B9	0001001001100011
@BA	1100100100111000
@BB	0011001011111010
@BC	0100101111011000
@BD	1111000100001100
@BE	1111001000111011
@BF	1111011100110110
@C0	1100011101101111
@C1	0010110011100101
@C2	0110011101010111
@C3	0110100010010101
@C4	0011111101001000
@C5	1100001010110001
@C6	0011000010001100
@C7	1010000111000000
@C8	1001111110011110
@C9	1011000011011111
@CA	1010010101001111
@CB	0001010111000101
@CC	1001001011001000
@CD	0101001010000100
@CE	0011100100010000
@CF	0110110100000101
@D0	1111111000011110
@D1	0010011110100110
@D2	0110001111011111
@D3	0000100111011101
@D4	1100100000111111
@D5	0111100111011000
@D6	1000100101010011
@D7	1101001110000101
@D8	0111100100010111
@D9	1101110101110011
@DA	1100111100100100
@DB	1001111011110100
@DC	0110101001110000
@DD	1010001010101111
@DE	1101010100000110
@DF	0110010111000001
@E0	1111111111101001
@E1	0001110110000100
@E2	0001010101001000
@E3	0011001011000001
@E4	1000011110000010
@E5	0000011100100011
@E6	1000100000110110
@E7	0101001111000000
@E8	1101011100001001
@E9	0101100011000010
@EA	1011111011111110
@EB	0001010011011101
@EC	0111000000001100
@ED	1000110000111100
@EE	1000110111010001
@EF	1000010101000111
@F0	0010111001110101
@F1	0001100101000000
@F2	1001110100110001
@F3	0100101111010111
@F4	0001111000101011
@F5	1001000111111010
@F6	1001000110111100
@F7	1010001011010001
@F8	0100100111110101
@F9	1001011110100111
@FA	1011110011100101
@FB	1011111001100000
@FC	1001101011010110
@FD	0101101110111101
@FE	0011001010111101
@FF	0011101111010111
